0,1,2,3,4,5,6,7,8
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2010s,ALL,Eligible,536
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2010s,ALL,ALL,536
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,West,Eligible,146
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,West,Unknown,400
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,West,ALL,546
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,ALL,Eligible,146
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,ALL,Unknown,402
AUDI,E-TRON,FullElectric,LongRange,HighEnd,2020s,ALL,ALL,548
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,West,Eligible,681
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,West,Unknown,400
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,West,ALL,1081
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,ALL,Eligible,682
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,ALL,Unknown,402
AUDI,E-TRON,FullElectric,LongRange,HighEnd,ALL,ALL,ALL,1084
AUDI,E-TRON,FullElectric,LongRange,ALL,2010s,West,Eligible,535
AUDI,E-TRON,FullElectric,LongRange,ALL,2010s,West,ALL,535
AUDI,E-TRON,FullElectric,LongRange,ALL,2010s,ALL,Eligible,536
AUDI,E-TRON,FullElectric,LongRange,ALL,2010s,ALL,ALL,536
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,West,Eligible,146
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,West,Unknown,400
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,West,ALL,546
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,ALL,Eligible,146
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,ALL,Unknown,402
AUDI,E-TRON,FullElectric,LongRange,ALL,2020s,ALL,ALL,548
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,West,Eligible,681
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,West,Unknown,400
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,West,ALL,1081
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,ALL,Eligible,682
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,ALL,Unknown,402
AUDI,E-TRON,FullElectric,LongRange,ALL,ALL,ALL,ALL,1084
AUDI,E-TRON,FullElectric,ALL,HighEnd,2010s,West,Eligible,535
AUDI,E-TRON,FullElectric,ALL,HighEnd,2010s,West,ALL,535
AUDI,E-TRON,FullElectric,ALL,HighEnd,2010s,ALL,Eligible,536
AUDI,E-TRON,FullElectric,ALL,HighEnd,2010s,ALL,ALL,536
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,West,Eligible,146
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,West,Unknown,400
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,West,ALL,546
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,ALL,Eligible,146
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,ALL,Unknown,402
AUDI,E-TRON,FullElectric,ALL,HighEnd,2020s,ALL,ALL,548
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,West,Eligible,681
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,West,Unknown,400
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,West,ALL,1081
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,ALL,Eligible,682
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,ALL,Unknown,402
AUDI,E-TRON,FullElectric,ALL,HighEnd,ALL,ALL,ALL,1084
AUDI,E-TRON,FullElectric,ALL,ALL,2010s,West,Eligible,535
AUDI,E-TRON,FullElectric,ALL,ALL,2010s,West,ALL,535
AUDI,E-TRON,FullElectric,ALL,ALL,2010s,ALL,Eligible,536
AUDI,E-TRON,FullElectric,ALL,ALL,2010s,ALL,ALL,536
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,West,Eligible,146
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,West,Unknown,400
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,West,ALL,546
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,ALL,Eligible,146
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,ALL,Unknown,402
AUDI,E-TRON,FullElectric,ALL,ALL,2020s,ALL,ALL,548
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,West,Eligible,681
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,West,Unknown,400
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,West,ALL,1081
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,ALL,Eligible,682
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,ALL,Unknown,402
AUDI,E-TRON,FullElectric,ALL,ALL,ALL,ALL,ALL,1084
AUDI,E-TRON,ALL,LongRange,HighEnd,2010s,West,Eligible,535
AUDI,E-TRON,ALL,LongRange,HighEnd,2010s,West,ALL,535
AUDI,E-TRON,ALL,LongRange,HighEnd,2010s,ALL,Eligible,536
AUDI,E-TRON,ALL,LongRange,HighEnd,2010s,ALL,ALL,536
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,West,Eligible,146
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,West,Unknown,400
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,West,ALL,546
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,ALL,Eligible,146
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,ALL,Unknown,402
AUDI,E-TRON,ALL,LongRange,HighEnd,2020s,ALL,ALL,548
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,West,Eligible,681
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,West,Unknown,400
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,West,ALL,1081
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,ALL,Eligible,682
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,ALL,Unknown,402
AUDI,E-TRON,ALL,LongRange,HighEnd,ALL,ALL,ALL,1084
AUDI,E-TRON,ALL,LongRange,ALL,2010s,West,Eligible,535
AUDI,E-TRON,ALL,LongRange,ALL,2010s,West,ALL,535
AUDI,E-TRON,ALL,LongRange,ALL,2010s,ALL,Eligible,536
AUDI,E-TRON,ALL,LongRange,ALL,2010s,ALL,ALL,536
AUDI,E-TRON,ALL,LongRange,ALL,2020s,West,Eligible,146
AUDI,E-TRON,ALL,LongRange,ALL,2020s,West,Unknown,400
AUDI,E-TRON,ALL,LongRange,ALL,2020s,West,ALL,546
AUDI,E-TRON,ALL,LongRange,ALL,2020s,ALL,Eligible,146
AUDI,E-TRON,ALL,LongRange,ALL,2020s,ALL,Unknown,402
AUDI,E-TRON,ALL,LongRange,ALL,2020s,ALL,ALL,548
AUDI,E-TRON,ALL,LongRange,ALL,ALL,West,Eligible,681
AUDI,E-TRON,ALL,LongRange,ALL,ALL,West,Unknown,400
AUDI,E-TRON,ALL,LongRange,ALL,ALL,West,ALL,1081
AUDI,E-TRON,ALL,LongRange,ALL,ALL,ALL,Eligible,682
AUDI,E-TRON,ALL,LongRange,ALL,ALL,ALL,Unknown,402
AUDI,E-TRON,ALL,LongRange,ALL,ALL,ALL,ALL,1084
AUDI,E-TRON,ALL,ALL,HighEnd,2010s,West,Eligible,535
AUDI,E-TRON,ALL,ALL,HighEnd,2010s,West,ALL,535
AUDI,E-TRON,ALL,ALL,HighEnd,2010s,ALL,Eligible,536
AUDI,E-TRON,ALL,ALL,HighEnd,2010s,ALL,ALL,536
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,West,Eligible,146
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,West,Unknown,400
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,West,ALL,546
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,ALL,Eligible,146
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,ALL,Unknown,402
AUDI,E-TRON,ALL,ALL,HighEnd,2020s,ALL,ALL,548
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,West,Eligible,681
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,West,Unknown,400
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,West,ALL,1081
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,ALL,Eligible,682
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,ALL,Unknown,402
AUDI,E-TRON,ALL,ALL,HighEnd,ALL,ALL,ALL,1084
AUDI,E-TRON,ALL,ALL,ALL,2010s,West,Eligible,535
AUDI,E-TRON,ALL,ALL,ALL,2010s,West,ALL,535
AUDI,E-TRON,ALL,ALL,ALL,2010s,ALL,Eligible,536
AUDI,E-TRON,ALL,ALL,ALL,2010s,ALL,ALL,536
AUDI,E-TRON,ALL,ALL,ALL,2020s,West,Eligible,146
AUDI,E-TRON,ALL,ALL,ALL,2020s,West,Unknown,400
AUDI,E-TRON,ALL,ALL,ALL,2020s,West,ALL,546
AUDI,E-TRON,ALL,ALL,ALL,2020s,ALL,Eligible,146
AUDI,E-TRON,ALL,ALL,ALL,2020s,ALL,Unknown,402
AUDI,E-TRON,ALL,ALL,ALL,2020s,ALL,ALL,548
AUDI,E-TRON,ALL,ALL,ALL,ALL,West,Eligible,681
AUDI,E-TRON,ALL,ALL,ALL,ALL,West,Unknown,400
AUDI,E-TRON,ALL,ALL,ALL,ALL,West,ALL,1081
AUDI,E-TRON,ALL,ALL,ALL,ALL,ALL,Eligible,682
AUDI,E-TRON,ALL,ALL,ALL,ALL,ALL,Unknown,402
AUDI,E-TRON,ALL,ALL,ALL,ALL,ALL,ALL,1084
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,2020s,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,2020s,West,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,2020s,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,2020s,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,ALL,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,ALL,West,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,ALL,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,HighEnd,ALL,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,2020s,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,2020s,West,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,2020s,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,2020s,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,ALL,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,ALL,West,ALL,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,ALL,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ShortRange,ALL,ALL,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,2020s,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,2020s,West,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,2020s,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,2020s,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,ALL,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,ALL,West,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,ALL,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,HighEnd,ALL,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,2020s,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,2020s,West,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,2020s,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,2020s,ALL,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,ALL,West,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,ALL,West,ALL,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,ALL,ALL,Unknown,138
AUDI,E-TRON GT,FullElectric,ALL,ALL,ALL,ALL,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,2020s,West,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,2020s,West,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,2020s,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,2020s,ALL,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,ALL,West,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,ALL,West,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,ALL,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,HighEnd,ALL,ALL,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,2020s,West,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,2020s,West,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,2020s,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,2020s,ALL,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,ALL,West,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,ALL,West,ALL,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,ALL,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ShortRange,ALL,ALL,ALL,ALL,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,2020s,West,Unknown,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,2020s,West,ALL,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,2020s,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,2020s,ALL,ALL,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,ALL,West,Unknown,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,ALL,West,ALL,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,ALL,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ALL,HighEnd,ALL,ALL,ALL,138
AUDI,E-TRON GT,ALL,ALL,ALL,2020s,West,Unknown,138
AUDI,E-TRON GT,ALL,ALL,ALL,2020s,West,ALL,138
AUDI,E-TRON GT,ALL,ALL,ALL,2020s,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ALL,ALL,2020s,ALL,ALL,138
AUDI,E-TRON GT,ALL,ALL,ALL,ALL,West,Unknown,138
AUDI,E-TRON GT,ALL,ALL,ALL,ALL,West,ALL,138
AUDI,E-TRON GT,ALL,ALL,ALL,ALL,ALL,Unknown,138
AUDI,E-TRON GT,ALL,ALL,ALL,ALL,ALL,ALL,138
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,HighEnd,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,LongRange,ALL,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,HighEnd,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,FullElectric,ALL,ALL,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,HighEnd,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,LongRange,ALL,ALL,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,ALL,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,2020s,ALL,ALL,180
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,ALL,West,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,ALL,West,Unknown,104
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,ALL,West,ALL,180
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,ALL,ALL,Eligible,76
AUDI,E-TRON SPORTBACK,ALL,ALL,HighEnd,ALL,ALL,Unknown,104
