Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Gender_Female,Gender_Male,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing
0,23,0,0.0,0,4.0,4,2,True,False,False,False,False,False,False,True,False,False,False
1,38,1,6.0,1,4.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,45,0,1.0,2,4.0,6,1,False,True,False,False,False,False,True,False,False,False,False
1,29,0,1.0,0,2.0,4,0,True,False,False,False,True,False,False,False,False,False,False
1,41,0,4.0,1,4.0,4,0,True,False,False,False,False,True,False,False,False,False,False
1,41,1,8.0,1,2.0,6,1,False,True,False,False,False,True,False,False,False,False,False
0,27,0,8.0,0,3.0,3,3,False,True,False,False,False,False,False,True,False,False,False
1,73,1,0.0,2,2.0,6,0,True,False,True,False,False,False,False,False,False,False,False
0,33,1,1.0,0,1.0,4,0,True,False,False,False,True,False,False,False,False,False,False
1,49,1,1.0,1,5.0,4,1,True,False,True,False,False,False,False,False,False,False,False
0,42,0,10.0,0,4.0,6,3,True,False,False,False,False,True,False,False,False,False,False
1,49,1,0.0,1,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
0,37,1,14.0,0,1.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,62,1,1.0,0,2.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,38,1,9.0,0,3.0,6,0,False,True,False,False,False,False,False,True,False,False,False
1,40,1,0.0,0,2.0,6,1,False,True,False,False,False,False,False,False,False,False,True
0,78,1,1.0,0,3.0,6,3,True,False,False,False,False,False,False,False,False,True,False
0,23,0,1.0,0,4.0,6,3,False,True,False,False,False,False,False,True,False,False,False
0,28,0,1.0,0,2.0,6,3,False,True,False,False,False,False,False,True,False,False,False
0,38,1,9.0,0,1.0,6,0,True,False,True,False,False,False,False,False,False,False,False
1,47,1,1.0,0,4.0,6,0,True,False,False,False,False,False,False,False,True,False,False
0,21,0,9.0,0,1.0,6,3,True,False,False,False,False,False,False,False,False,True,False
0,20,0,0.0,0,5.0,2,3,False,True,False,False,False,False,False,True,False,False,False
0,31,1,0.0,0,5.0,6,3,False,True,True,False,False,False,False,False,False,False,False
1,67,1,0.0,1,2.0,3,0,True,False,True,False,False,False,False,False,False,False,False
0,39,1,0.0,0,2.0,6,0,True,False,True,False,False,False,False,False,False,False,False
0,39,1,5.0,0,1.0,3,0,False,True,False,False,False,True,False,False,False,False,False
1,48,0,1.0,2,2.0,6,2,True,False,False,True,False,False,False,False,False,False,False
1,50,1,2.0,1,4.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,50,1,4.0,0,2.0,6,3,True,False,True,False,False,False,False,False,False,False,False
1,66,1,1.0,1,2.0,6,0,False,True,False,False,False,True,False,False,False,False,False
0,38,0,2.0,0,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
0,38,1,9.0,0,3.0,6,0,False,True,True,False,False,False,False,False,False,False,False
0,29,0,1.0,0,6.0,4,3,True,False,True,False,False,False,False,False,False,False,False
0,42,1,0.0,0,1.0,6,0,False,True,False,False,False,False,False,False,False,False,True
1,59,1,1.0,2,2.0,6,2,False,True,True,False,False,False,False,False,False,False,False
1,41,0,0.0,1,7.0,4,0,False,True,False,False,True,False,False,False,False,False,False
1,37,0,8.0,1,3.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,29,0,0.0,1,3.0,4,0,False,True,False,False,True,False,False,False,False,False,False
0,32,0,0.0,0,1.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,51,0,6.0,0,1.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,40,1,9.0,1,2.0,6,1,False,True,False,False,False,True,False,False,False,False,False
0,49,0,12.0,0,1.0,4,2,True,False,False,False,True,False,False,False,False,False,False
0,26,1,0.0,0,3.0,6,0,False,True,False,True,False,False,False,False,False,False,False
1,74,0,0.0,0,1.0,6,1,True,False,False,False,False,False,False,False,True,False,False
0,25,0,6.0,0,3.0,6,0,True,False,True,False,False,False,False,False,False,False,False
1,46,1,0.0,1,6.0,2,3,False,True,True,False,False,False,False,False,False,False,False
0,25,0,0.0,0,2.0,4,0,False,True,False,False,False,False,False,False,True,False,False
1,25,1,1.0,0,3.0,6,3,False,True,False,True,False,False,False,False,False,False,False
1,49,1,1.0,1,3.0,6,2,True,False,True,False,False,False,False,False,False,False,False
1,60,1,0.0,1,2.0,6,3,False,True,True,False,False,False,False,False,False,False,False
1,59,1,1.0,2,4.0,6,2,False,True,False,False,False,False,True,False,False,False,False
0,29,0,0.0,0,4.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,55,1,0.0,0,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
0,26,0,0.0,0,3.0,6,2,True,False,False,False,False,False,False,True,False,False,False
0,22,0,0.0,0,4.0,6,3,True,False,False,False,False,False,False,False,True,False,False
0,66,0,4.0,0,3.0,6,0,True,False,False,False,False,True,False,False,False,False,False
1,53,1,0.0,1,3.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,53,0,0.0,1,4.0,3,0,False,True,False,True,False,False,False,False,False,False,False
0,19,0,1.0,0,5.0,4,0,False,True,False,False,False,False,False,True,False,False,False
1,74,0,1.0,2,2.0,6,2,True,False,False,False,False,False,False,False,False,True,False
0,19,0,0.0,0,4.0,6,3,True,False,False,False,False,False,False,True,False,False,False
1,47,1,0.0,0,2.0,6,0,False,True,False,False,False,False,True,False,False,False,False
0,33,0,9.0,0,1.0,6,3,True,False,False,False,False,False,False,False,True,False,False
1,67,0,0.0,0,3.0,6,1,False,True,False,False,False,False,False,False,False,True,False
0,30,0,9.0,0,4.0,6,0,True,False,False,False,False,False,False,True,False,False,False
0,27,0,1.0,0,4.0,4,1,False,True,False,True,False,False,False,False,False,False,False
0,37,1,7.0,0,5.0,2,0,True,False,False,True,False,False,False,False,False,False,False
1,43,0,1.0,0,2.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,82,0,1.0,2,2.0,6,0,False,True,False,False,False,False,False,False,False,True,False
1,62,1,0.0,2,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,41,1,3.0,1,2.0,3,0,False,True,False,False,False,True,False,False,False,False,False
0,32,0,7.0,0,5.0,6,0,False,True,False,False,False,False,False,True,False,False,False
0,37,1,0.0,0,1.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,51,0,0.0,2,6.0,4,1,False,True,False,False,False,False,False,False,False,False,True
1,62,1,0.0,1,3.0,6,2,False,True,True,False,False,False,False,False,False,False,False
1,47,1,2.0,1,3.0,6,2,False,True,False,False,False,True,False,False,False,False,False
0,35,0,7.0,0,2.0,6,0,False,True,False,False,True,False,False,False,False,False,False
0,52,0,0.0,0,3.0,3,0,False,True,False,False,False,True,False,False,False,False,False
0,27,0,0.0,0,5.0,2,0,True,False,True,False,False,False,False,False,False,False,False
0,28,1,0.0,0,3.0,6,3,True,False,True,False,False,False,False,False,False,False,False
0,20,0,0.0,0,6.0,4,3,False,True,False,False,False,False,False,True,False,False,False
1,71,1,1.0,2,2.0,6,2,True,False,True,False,False,False,False,False,False,False,False
0,25,0,1.0,0,4.0,3,0,True,False,False,False,False,False,False,True,False,False,False
0,27,0,1.0,0,3.0,4,0,False,True,False,False,False,True,False,False,False,False,False
1,46,1,1.0,1,2.0,6,0,True,False,True,False,False,False,False,False,False,False,False
1,43,1,12.0,0,2.0,6,0,False,True,False,True,False,False,False,False,False,False,False
1,51,1,1.0,1,4.0,6,3,False,True,False,True,False,False,False,False,False,False,False
1,26,1,8.0,1,2.0,3,3,False,True,False,False,True,False,False,False,False,False,False
1,61,1,1.0,1,2.0,6,3,True,False,True,False,False,False,False,False,False,False,False
1,67,1,1.0,2,2.0,6,2,False,True,False,False,False,False,True,False,False,False,False
0,21,0,0.0,0,5.0,7,3,False,True,False,False,False,False,False,True,False,False,False
1,39,1,5.0,1,2.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,37,1,0.0,2,3.0,6,2,False,True,True,False,False,False,False,False,False,False,False
0,30,0,10.0,0,6.0,6,0,True,False,False,False,False,False,False,False,False,False,True
1,66,1,1.0,2,2.0,6,2,True,False,False,False,False,False,False,False,False,True,False
0,23,0,0.0,0,3.0,6,3,True,False,False,False,False,False,False,True,False,False,False
0,28,1,6.0,0,3.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,68,0,0.0,2,2.0,6,0,True,False,True,False,False,False,False,False,False,False,False
0,30,0,0.0,0,4.0,4,1,False,True,False,True,False,False,False,False,False,False,False
0,22,0,1.0,0,4.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,42,1,0.0,1,3.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,71,1,8.0,2,2.0,6,3,True,False,False,False,False,False,False,False,False,True,False
1,42,1,1.0,0,2.0,6,0,False,True,True,False,False,False,False,False,False,False,False
0,30,1,1.0,0,3.0,6,0,True,False,False,False,False,True,False,False,False,False,False
1,35,1,11.0,0,6.0,6,0,False,True,False,False,False,True,False,False,False,False,False
1,57,1,0.0,1,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,31,0,0.0,1,3.0,3,0,False,True,False,False,False,True,False,False,False,False,False
1,26,0,1.0,2,5.0,6,0,False,True,False,False,False,False,True,False,False,False,False
0,22,0,1.0,0,5.0,6,3,True,False,False,False,False,False,False,True,False,False,False
1,80,0,0.0,2,2.0,6,0,False,True,False,False,False,False,True,False,False,False,False
1,39,0,2.0,1,2.0,6,1,False,True,False,True,False,False,False,False,False,False,False
1,49,1,0.0,0,1.0,6,0,False,True,True,False,False,False,False,False,False,False,False
0,20,0,0.0,0,4.0,6,2,False,True,False,False,False,False,False,True,False,False,False
1,45,1,0.0,0,2.0,6,0,False,True,False,False,False,False,False,True,False,False,False
1,50,0,7.0,1,5.0,4,1,True,False,False,False,True,False,False,False,False,False,False
1,83,0,1.0,2,3.0,6,0,False,True,False,False,False,False,False,False,False,True,False
1,37,1,7.0,1,3.0,6,3,True,False,False,False,False,False,False,False,False,False,True
0,30,0,5.0,0,9.0,3,3,False,True,False,False,False,True,False,False,False,False,False
1,42,1,0.0,2,3.0,4,2,False,True,False,False,False,False,True,False,False,False,False
1,76,1,1.0,0,1.0,6,1,False,True,False,False,False,False,False,False,False,True,False
1,35,0,1.0,0,3.0,6,0,False,True,False,False,False,False,False,False,False,False,True
0,28,1,11.0,0,2.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,35,1,0.0,1,2.0,6,3,False,True,True,False,False,False,False,False,False,False,False
0,22,0,4.0,0,4.0,6,1,False,True,False,False,False,False,False,True,False,False,False
1,36,1,9.0,0,4.0,6,0,False,True,False,False,False,True,False,False,False,False,False
0,20,0,0.0,0,4.0,1,3,True,False,False,False,False,False,False,True,False,False,False
0,26,1,1.0,0,1.0,3,2,False,True,True,False,False,False,False,False,False,False,False
0,31,1,6.0,0,1.0,6,0,False,True,False,False,False,True,False,False,False,False,False
0,33,1,0.0,0,2.0,6,2,False,True,False,True,False,False,False,False,False,False,False
1,52,1,9.0,0,1.0,6,1,False,True,True,False,False,False,False,False,False,False,False
0,37,1,0.0,0,1.0,4,2,False,True,False,False,False,True,False,False,False,False,False
0,30,0,0.0,0,6.0,6,3,False,True,False,False,False,False,False,True,False,False,False
0,37,1,0.0,0,1.0,6,2,False,True,True,False,False,False,False,False,False,False,False
1,56,1,0.0,1,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
0,47,1,0.0,0,2.0,6,2,True,False,True,False,False,False,False,False,False,False,False
0,68,1,1.0,0,2.0,6,2,False,True,False,False,False,True,False,False,False,False,False
1,48,1,9.0,1,2.0,3,2,True,False,False,False,False,False,False,False,True,False,False
0,32,0,0.0,0,3.0,6,0,True,False,False,False,True,False,False,False,False,False,False
1,47,1,1.0,1,5.0,6,2,False,True,False,False,False,True,False,False,False,False,False
1,49,0,1.0,1,4.0,6,0,True,False,False,False,True,False,False,False,False,False,False
1,71,1,7.0,2,3.0,3,2,True,False,False,False,False,False,False,False,False,True,False
1,41,1,0.0,0,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,37,1,0.0,1,2.0,6,1,False,True,False,False,True,False,False,False,False,False,False
0,50,1,4.0,0,1.0,6,1,True,False,True,False,False,False,False,False,False,False,False
0,42,1,0.0,0,1.0,7,1,True,False,False,False,False,False,False,False,False,False,True
0,45,1,1.0,0,2.0,6,0,False,True,False,False,False,True,False,False,False,False,False
0,33,1,1.0,0,6.0,6,3,False,True,True,False,False,False,False,False,False,False,False
1,72,1,0.0,2,2.0,6,1,True,False,False,False,False,False,False,False,False,True,False
0,20,0,7.0,0,4.0,6,0,True,False,False,False,False,False,False,True,False,False,False
1,48,0,1.0,1,3.0,6,1,False,True,False,False,True,False,False,False,False,False,False
1,65,1,1.0,1,3.0,2,0,True,False,True,False,False,False,False,False,False,False,False
1,63,0,0.0,2,3.0,6,0,False,True,False,False,False,False,True,False,False,False,False
1,83,0,0.0,2,2.0,6,2,True,False,False,False,False,False,False,False,False,True,False
0,23,0,4.0,0,4.0,7,0,True,False,False,False,False,False,False,True,False,False,False
0,25,1,0.0,0,3.0,7,0,True,False,True,False,False,False,False,False,False,False,False
0,23,0,0.0,0,4.0,3,0,False,True,False,False,False,False,False,True,False,False,False
1,56,1,1.0,1,3.0,6,0,False,True,False,False,False,True,False,False,False,False,False
1,26,1,1.0,1,3.0,6,3,False,True,True,False,False,False,False,False,False,False,False
1,38,1,6.0,0,2.0,3,1,False,True,False,False,True,False,False,False,False,False,False
0,20,0,3.0,0,4.0,7,3,True,False,False,False,False,False,False,False,False,False,True
0,35,1,1.0,0,2.0,6,3,True,False,False,False,False,True,False,False,False,False,False
1,39,1,9.0,1,2.0,2,1,False,True,True,False,False,False,False,False,False,False,False
0,21,0,8.0,0,1.0,6,3,True,False,False,False,False,False,False,False,True,False,False
0,30,0,1.0,0,5.0,3,3,True,False,False,False,True,False,False,False,False,False,False
1,60,1,3.0,2,3.0,6,2,False,True,True,False,False,False,False,False,False,False,False
1,47,1,1.0,1,4.0,6,2,True,False,False,True,False,False,False,False,False,False,False
1,82,1,0.0,2,2.0,6,0,False,True,False,False,False,False,False,False,False,True,False
0,32,0,0.0,0,5.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,87,1,0.0,2,2.0,6,0,False,True,False,False,False,False,False,False,False,True,False
1,45,1,1.0,0,1.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,38,1,1.0,1,3.0,4,0,False,True,False,False,True,False,False,False,False,False,False
0,52,0,1.0,0,1.0,6,0,False,True,False,False,False,True,False,False,False,False,False
1,29,1,1.0,0,4.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,83,0,0.0,2,2.0,6,3,False,True,False,False,False,False,False,False,False,True,False
0,49,1,3.0,0,1.0,6,3,True,False,True,False,False,False,False,False,False,False,False
0,33,1,1.0,0,6.0,3,3,True,False,False,False,False,False,False,True,False,False,False
1,47,1,0.0,0,5.0,6,0,False,True,False,False,False,False,False,False,False,False,True
1,79,1,0.0,2,2.0,6,3,False,True,False,False,False,False,False,False,False,False,True
0,55,1,1.0,0,1.0,6,1,False,True,False,False,False,True,False,False,False,False,False
1,57,1,0.0,1,2.0,4,1,False,True,False,True,False,False,False,False,False,False,False
1,31,1,1.0,2,2.0,6,0,False,True,False,False,False,False,True,False,False,False,False
0,31,1,14.0,0,1.0,6,3,True,False,True,False,False,False,False,False,False,False,False
0,28,1,1.0,0,3.0,6,3,True,False,False,True,False,False,False,False,False,False,False
0,23,0,1.0,0,6.0,6,1,False,True,False,False,False,False,False,True,False,False,False
0,31,0,1.0,0,5.0,4,0,False,True,False,True,False,False,False,False,False,False,False
0,20,0,0.0,0,5.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,43,1,0.0,0,1.0,6,0,True,False,False,True,False,False,False,False,False,False,False
1,52,1,7.0,1,3.0,3,3,False,True,False,False,False,False,False,False,True,False,False
1,62,1,0.0,2,3.0,6,1,False,True,False,False,False,False,True,False,False,False,False
1,46,1,1.0,0,2.0,6,3,False,True,True,False,False,False,False,False,False,False,False
0,33,0,2.0,0,4.0,3,0,False,True,False,False,False,False,False,True,False,False,False
0,47,1,0.0,0,1.0,3,2,False,True,True,False,False,False,False,False,False,False,False
0,21,0,1.0,0,4.0,4,3,False,True,False,False,False,False,False,True,False,False,False
0,48,1,4.0,0,1.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,27,0,1.0,0,6.0,6,3,False,True,False,False,False,False,True,False,False,False,False
0,32,0,1.0,0,5.0,4,3,True,False,False,True,False,False,False,False,False,False,False
0,39,0,1.0,0,2.0,6,0,False,True,False,False,False,False,False,False,False,False,True
0,47,1,1.0,0,1.0,6,0,True,False,False,False,True,False,False,False,False,False,False
0,38,1,4.0,0,1.0,6,0,True,False,True,False,False,False,False,False,False,False,False
0,32,0,0.0,0,4.0,6,0,True,False,False,True,False,False,False,False,False,False,False
0,30,1,1.0,0,5.0,6,3,False,True,True,False,False,False,False,False,False,False,False
1,48,1,8.0,0,3.0,2,1,False,True,True,False,False,False,False,False,False,False,False
0,30,1,1.0,0,1.0,3,0,False,True,True,False,False,False,False,False,False,False,False
1,69,0,0.0,0,1.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,48,1,1.0,1,4.0,6,1,False,True,True,False,False,False,False,False,False,False,False
0,33,0,0.0,0,3.0,4,1,True,False,False,False,False,False,False,True,False,False,False
1,74,0,0.0,2,3.0,6,3,True,False,False,False,False,True,False,False,False,False,False
0,25,1,1.0,0,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,46,1,0.0,1,2.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,39,1,9.0,2,4.0,6,2,True,False,False,False,False,False,False,False,True,False,False
0,21,0,4.0,0,4.0,6,3,True,False,False,False,False,False,False,False,False,False,True
1,37,0,8.0,0,1.0,2,0,True,False,False,True,False,False,False,False,False,False,False
1,43,0,1.0,0,5.0,1,0,True,False,False,False,True,False,False,False,False,False,False
1,41,0,1.0,1,3.0,6,0,False,True,False,False,False,False,True,False,False,False,False
0,32,1,1.0,0,2.0,5,3,True,False,True,False,False,False,False,False,False,False,False
1,43,1,9.0,1,2.0,6,2,False,True,False,False,False,True,False,False,False,False,False
1,36,1,1.0,1,3.0,2,1,True,False,True,False,False,False,False,False,False,False,False
1,62,1,0.0,2,2.0,3,0,False,True,True,False,False,False,False,False,False,False,False
1,77,0,1.0,2,2.0,6,3,False,True,False,False,False,False,False,False,False,True,False
0,38,1,8.0,0,1.0,6,3,True,False,True,False,False,False,False,False,False,False,False
0,30,0,0.0,0,5.0,3,1,True,False,False,True,False,False,False,False,False,False,False
0,29,0,1.0,0,1.0,4,3,False,True,False,False,False,True,False,False,False,False,False
1,41,1,7.0,0,2.0,6,0,True,False,True,False,False,False,False,False,False,False,False
1,71,1,1.0,2,2.0,6,2,True,False,False,False,False,False,False,False,False,True,False
0,38,1,0.0,0,4.0,6,0,False,True,False,False,False,True,False,False,False,False,False
0,42,1,1.0,0,1.0,2,2,False,True,True,False,False,False,False,False,False,False,False
1,73,1,0.0,0,2.0,6,2,True,False,True,False,False,False,False,False,False,False,False
0,33,1,3.0,0,4.0,4,3,True,False,False,False,False,False,False,True,False,False,False
0,41,1,0.0,0,3.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,53,1,0.0,0,2.0,6,2,False,True,False,False,False,False,True,False,False,False,False
1,41,1,2.0,0,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,50,1,1.0,0,2.0,4,3,True,False,False,False,False,True,False,False,False,False,False
0,26,1,8.0,0,1.0,6,1,True,False,True,False,False,False,False,False,False,False,False
1,36,1,0.0,0,4.0,6,3,False,True,True,False,False,False,False,False,False,False,False
0,25,0,0.0,0,5.0,7,3,True,False,False,False,False,False,False,True,False,False,False
0,37,1,1.0,0,1.0,6,2,True,False,False,False,True,False,False,False,False,False,False
0,25,0,2.0,0,1.0,3,3,False,True,False,False,False,False,False,False,False,False,True
1,53,1,1.0,1,2.0,6,2,True,False,True,False,False,False,False,False,False,False,False
1,60,1,9.0,0,1.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,56,1,1.0,1,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,57,0,0.0,0,2.0,3,1,False,True,False,False,False,True,False,False,False,False,False
1,43,1,2.0,2,3.0,6,3,False,True,False,False,False,False,True,False,False,False,False
0,26,0,0.0,0,4.0,6,1,True,False,False,False,True,False,False,False,False,False,False
1,68,1,0.0,2,2.0,6,1,False,True,True,False,False,False,False,False,False,False,False
1,56,1,0.0,0,4.0,6,1,False,True,False,False,False,False,False,False,False,True,False
0,20,0,9.0,0,3.0,6,0,False,True,False,False,False,False,False,True,False,False,False
0,48,1,0.0,0,1.0,2,1,False,True,True,False,False,False,False,False,False,False,False
1,49,0,0.0,1,4.0,6,3,False,True,False,False,False,True,False,False,False,False,False
0,35,1,1.0,0,1.0,6,3,False,True,True,False,False,False,False,False,False,False,False
0,39,0,1.0,0,1.0,6,3,False,True,False,False,False,True,False,False,False,False,False
0,33,0,3.0,0,4.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,35,0,1.0,0,1.0,4,0,True,False,False,False,True,False,False,False,False,False,False
0,30,1,0.0,0,3.0,6,3,False,True,False,False,False,False,False,True,False,False,False
1,35,1,1.0,0,1.0,1,1,True,False,True,False,False,False,False,False,False,False,False
1,73,1,1.0,2,2.0,6,3,True,False,True,False,False,False,False,False,False,False,False
1,47,0,1.0,0,1.0,6,2,True,False,False,True,False,False,False,False,False,False,False
1,73,1,1.0,1,2.0,6,2,True,False,True,False,False,False,False,False,False,False,False
1,36,1,8.0,2,2.0,6,0,False,True,True,False,False,False,False,False,False,False,False
1,48,1,6.0,1,5.0,6,0,False,True,False,False,True,False,False,False,False,False,False
1,48,1,4.0,2,3.0,6,2,False,True,False,False,False,False,True,False,False,False,False
0,43,1,1.0,0,1.0,6,2,False,True,True,False,False,False,False,False,False,False,False
0,38,1,9.0,0,2.0,6,3,True,False,True,False,False,False,False,False,False,False,False
0,23,0,2.0,0,5.0,6,3,False,True,True,False,False,False,False,False,False,False,False
0,28,0,2.0,0,2.0,3,2,False,True,False,False,False,False,True,False,False,False,False
0,28,0,0.0,0,8.0,4,0,False,True,False,False,False,False,False,True,False,False,False
1,70,1,1.0,1,2.0,6,1,False,True,False,True,False,False,False,False,False,False,False
0,21,0,5.0,0,1.0,4,3,True,False,False,False,False,False,False,True,False,False,False
1,80,1,1.0,0,2.0,3,3,False,True,False,False,False,False,False,False,False,True,False
0,27,0,0.0,0,2.0,6,2,False,True,False,False,False,True,False,False,False,False,False
1,48,0,1.0,1,4.0,4,1,True,False,False,False,True,False,False,False,False,False,False
1,39,1,4.0,1,2.0,2,1,False,True,True,False,False,False,False,False,False,False,False
0,27,0,0.0,0,5.0,2,1,False,True,False,False,False,False,False,True,False,False,False
1,67,1,1.0,0,2.0,6,3,True,False,False,True,False,False,False,False,False,False,False
1,50,0,1.0,1,3.0,6,2,False,True,False,True,False,False,False,False,False,False,False
0,42,1,8.0,0,1.0,6,1,False,True,False,False,True,False,False,False,False,False,False
